"Менеджер","Контрагент","Итого","cnt_first","cnt_second"
Чекмарёв Андрей Анатольевич,УНИКА-СТРОЙ ООО,8393.11,1,0
Иполитов Алексей Владимирович,ПСИТРЕЙД ООО,64800.00,2,0
Петросян Асмик Самвеловна,ЛиозноКом АО (БЕЛАРУСЬ),1337.65,0,1
Устинова Мария Александровна,АлматыИнвест АО (КАЗАХСТАН),6346.94,1,1
Нечесова Наталья Валерьевна,ЛюбаньПроект АО (БЕЛАРУСЬ),70034.56,1,3
Лапаткова Мария Александровна,СЕРВИС-ЦЕНТР ООО,21795.85,0,1
Муравлёв Андрей Петрович,РечицаСтрой АО (БЕЛАРУСЬ),41388.96,2,1
Устинова Мария Александровна,МЮФИНАНС ООО,952062.59,6,4
Первов Роман Игоревич,КОМЕТА ООО,6790420.00,1,1
Матвеев Михаил Михайлович,ЭТАСЕРВИС ООО,10980.48,0,1
Муравлёв Андрей Петрович,ХИСЕРВИС ООО,45083.35,4,1
Чекмарёв Андрей Анатольевич,ТК СОЛНЦЕ ООО,24437.28,2,0
Поздеев Дмитрий Михайлович,БЕТА-ЭНЕРГО ООО,333702.09,3,4
Зарубина Мария Витальевна,МЮФИНАНС ООО,331669.56,3,3
Иполитов Алексей Владимирович,РОТРЕЙД ООО,57384.00,1,1
Стешина Оксана Александровна,ЭтнаЭнерго ООО,3429.18,1,0
Зарубина Мария Витальевна,ЧаусыСтрой АО (БЕЛАРУСЬ),17184.89,0,1
Муравлёв Андрей Петрович,ГАЗ-ПРОМ ООО,481087.46,3,4
Самохина Александра Владимировна,МЮТОРГ ООО,67310.81,1,1
Столяров Владимир Викторович,ПИТРАНС ООО,12539.52,1,0
Малахов Алексей Александрович,НЮ-ТОРГ ООО,4200.05,1,0
Иполитов Алексей Владимирович,ГАММАКОМ ООО,2228949.05,2,2
Стешина Оксана Александровна,АлматыФинанс ТОО (АРМЕНИЯ),961.86,1,0
Поздеев Дмитрий Михайлович,КСИ-ТОРГ ООО,385980.12,3,4
Устинова Мария Александровна,НЮПРОД ООО,507019.61,5,5
Поздеев Дмитрий Михайлович,КостюковичиМаш АО (РОССИЯ),186296.32,2,1
Вигурин Владимир Олегович,ИмперияЛогистика ООО,117920.68,3,4
Зарубина Мария Витальевна,КСИСТРОЙ ООО,86916.05,3,0
Самохина Александра Владимировна,ШтормФарма АО (РОССИЯ),107725.39,0,1
Лапаткова Мария Александровна,СОВРЕМЕННИК ООО,49060.00,1,0
Чекмарёв Андрей Анатольевич,ЕльскПроект ТОО (КИРГИЗИЯ),6770.40,0,1
Первов Роман Игоревич,ТЭТАТРАНС ООО,3230950.00,2,2
Зарубина Мария Витальевна,ОМИКРОНСИСТЕМС ООО,16648.13,3,1
Стешина Оксана Александровна,ВЕКТОР-СТРОЙ ООО,68689.56,2,0
Поздеев Дмитрий Михайлович,ЭПСИЛОНТРЕЙД ООО,310293.18,2,1
Поздеев Дмитрий Михайлович,АЛЬФА-42 ООО,56175.44,2,0
Нечесова Наталья Валерьевна,ЗЕТА-ИНВЕСТ ООО,329908.82,4,2
Марина Кондратьева,УРАЛ-СТРОЙ ООО,23017.82,2,0
Первов Роман Игоревич,МАСТЕР ООО,1204200.00,1,0
Первов Роман Игоревич,КОНТАКТ ООО,800000.00,0,1
Зарубина Мария Витальевна,ДЕЛЬТАТОРГ ООО,34560.00,1,0
Андреев Алексей Николаевич,ТАУЭНЕРГО ООО,7781.76,2,0
Стешина Оксана Александровна,НесвижТранс ТОО (КАЗАХСТАН),21600.00,1,0
Стешина Оксана Александровна,ВЕРШИНА ООО,16873.20,1,0
Стешина Оксана Александровна,"КАО ""АЗОТ""",5091988.23,4,1
Самохина Александра Владимировна,КАППАТЕХ ООО,35374.96,2,1
Поздеев Дмитрий Михайлович,ЭТАСЕРВИС ООО,28768.18,0,1
Иполитов Алексей Владимирович,ЭПСИЛОН-ТОРГ ООО,268.80,1,0
Матвеев Михаил Михайлович,ЛАМБДАЭНЕРГО ООО,54072.00,1,1
Марина Кондратьева,"ОАО ""АЛТТРАК""",103575.00,3,0
Лапаткова Мария Александровна,СОКОЛ ООО,217095.30,1,0
Поздеев Дмитрий Михайлович,КрымЛогистика ОАО,68310.98,1,2
Иполитов Алексей Владимирович,ИвацевичиИнвест АО (БЕЛАРУСЬ),75676.80,0,1
Нечесова Наталья Валерьевна,ТАУ-ПЛЮС ООО,1168317.67,6,2
Лапаткова Мария Александровна,СТРОЙФОРУМ ООО,21375.00,1,0
Петросян Асмик Самвеловна,АЛЬФА-36 ООО,39236.07,0,1
Матвеев Михаил Михайлович,ИПСИЛОНПРОД ООО,2881.20,1,0
Марина Кондратьева,ОдессаПроект АО (УКРАИНА),2109701.13,4,5
Поздеев Дмитрий Михайлович,УНИКОН ООО,120255.85,2,1
Поздеев Дмитрий Михайлович,ЭТА-ПЛЮС ООО,81069.00,2,0
Андреев Алексей Николаевич,ОМЕГАПРОМ ООО,179662.51,2,0
Дубойский Александр Николаевич,КурскФинанс ООО,242600.00,1,1
Устинова Мария Александровна,ТитанТрейд АО,1519984.22,6,5
Матвеев Михаил Михайлович,ЖодиноЭкспорт ТОО (БЕЛАРУСЬ),32306.59,2,0
Матвеев Михаил Михайлович,МЮЛОГИСТИК ООО,42000.00,1,0
Столяров Владимир Викторович,ПСИ-СТРОЙ ООО,36983.76,2,2
Антоненко Андрей Викторович,ВЕГА ООО,1758520.00,2,0
Антоненко Андрей Викторович,ЗЕТА-ЭЛЕКТРО ООО,896000.00,0,1
Иполитов Алексей Владимирович,ХойникиТрейд АО (БЕЛАРУСЬ),4985998.74,4,4
Стешина Оксана Александровна,ВЕРНИСАЖ ООО,14935.50,2,0
Жарков Александр Павлович,БЕТАТЕХ ООО,760000.00,2,1
Столяров Владимир Викторович,"ОАО ""ПОЛИФАРМ""",116998.46,2,1
Матвеев Михаил Михайлович,ХотимскСтрой АО (БЕЛАРУСЬ),4121.28,1,0
Чернышев Кирилл Анатольевич,"ОАО ""АРХАНГЕЛЬСКОЕ АВИАПРЕДПРИЯТИЕ""",2676.00,1,0
Столяров Владимир Викторович,ЗЕТАИНВЕСТ ООО,40219.20,1,1
Стешина Оксана Александровна,АРОМАТ ООО,32359.20,1,0
Малахов Алексей Александрович,УНИВЕРСАЛ СП ООО,6316.80,2,0
Вигурин Владимир Олегович,ЭТАСЕРВИС ООО,266219.99,4,1
Зарубина Мария Витальевна,ЭПСИЛОНПРОД ООО,16220.76,2,1
Зарубина Мария Витальевна,АЛЬФАСИСТЕМС ООО,17171.45,4,2
Нечесова Наталья Валерьевна,АЛЬФА-27 ООО,788694.22,4,5
Поздеев Дмитрий Михайлович,КСИМАШ ООО,105811.88,3,2
Лапаткова Мария Александровна,СКИФ ООО,2396.60,0,1
Самохина Александра Владимировна,ФИСТРОЙ ООО,774.29,1,0
Столяров Владимир Викторович,ТИТАН-М ООО,3682.56,1,0
Устинова Мария Александровна,СИГМАПЛЮС ООО,3589816.51,6,5
Лапаткова Мария Александровна,ТАНДЕМ ООО,75826.80,2,0
Марина Кондратьева,ООО «Глобал Стандарт»,20184.50,1,0
Иполитов Алексей Владимирович,ОМЕГАПРОМ ООО,32638.21,3,2
Стешина Оксана Александровна,ВАЛЬС ООО,174846.00,0,1
Устинова Мария Александровна,РостовСервис ТОО,677572.88,6,5
Вигурин Владимир Олегович,ТЭТАТРАНС ООО,154392.12,3,0
Чекмарёв Андрей Анатольевич,"ООО Производственно-торговая фирма ""Авиатор""",10445.02,0,1
Иполитов Алексей Владимирович,ЙОТАТОРГ ООО,73651.20,1,0
Малахов Алексей Александрович,ТЭТАСЕРВИС ООО,9365.40,0,1
Поздеев Дмитрий Михайлович,СИГМА-КОМ ООО,183157.38,2,2
Нечесова Наталья Валерьевна,ЧаусыКом ТОО (БЕЛАРУСЬ),865474.24,5,4
Поздеев Дмитрий Михайлович,ФИ-ИНЖ ООО,27113.21,2,2
Устинова Мария Александровна,ОМЕГАИНВЕСТ ООО,382670.39,5,5
Зарубина Мария Витальевна,ЯмалФарма АО,24184.78,0,1
Поздеев Дмитрий Михайлович,ФИСТРОЙ ООО,345142.30,6,4
Зарубина Мария Витальевна,РадугаСервис ТОО,8194.92,1,0
Антоненко Андрей Викторович,"ПАО АК ""РУБИН"" ПАО ""АВИАЦИОННАЯ КОРПОРАЦИЯ ""РУБИН""",6040720.00,6,5
Чернышев Кирилл Анатольевич,ЮПИТЕР-ТРЕЙД ООО,35640.00,1,0
Иполитов Алексей Владимирович,АЛЬФАПРОД ООО,649841.35,6,5
Устинова Мария Александровна,ХИСЕРВИС ООО,176461.01,4,4
Муравлёв Андрей Петрович,ИПСИЛОНПРОД ООО,227387.36,1,2
Антоненко Андрей Викторович,ВОЯЖ ООО,117200.00,1,0
Стешина Оксана Александровна,БурятияФинанс ТОО (АРМЕНИЯ),128184.60,2,4
Лапаткова Мария Александровна,СТРОЙЛЮКС ООО,191057.82,3,1
Дубойский Александр Николаевич,ЧечерскПроект ООО (УЗБЕКИСТАН),416642.40,1,0
Поздеев Дмитрий Михайлович,"ИПСИЛОН-ПЛЮС ООО, Ижевск",36281.28,1,1
Жарков Александр Павлович,ЯкутскЭнерго ТОО,992000.00,1,0
Малахов Алексей Александрович,МЕТРО-ЭНЕРГО ООО,11850.01,1,0
Зарубина Мария Витальевна,ОМИКРОНСЕРВИС ООО,12830.04,0,1
Марина Кондратьева,ХИМСНАБ ООО,53192.00,1,1
Лапаткова Мария Александровна,ИвановоФарма ООО (БЕЛАРУСЬ),3547105.08,3,3
Поздеев Дмитрий Михайлович,"ИПСИЛОН-ИНЖ ООО, Ижевск",6497.62,1,1
Малахов Алексей Александрович,РОСТЕХ ООО,65714.52,4,0
Нечесова Наталья Валерьевна,ТуровПроект АО (БЕЛАРУСЬ),67668.57,1,0
Дубойский Александр Николаевич,ИНВЕСТ-ГРУПП ООО,798345.00,1,0
Зарубина Мария Витальевна,ДраконЭкспорт ТОО (КИРГИЗИЯ),140646.24,3,1
Зарубина Мария Витальевна,ТЭТАПРОМ ООО,91084.04,2,3
Лапаткова Мария Александровна,СатурнСтроительство ООО,54335.00,0,1
Дубойский Александр Николаевич,ЭПСИЛОНПРОД ООО,20560748.40,5,3
Лапаткова Мария Александровна,"АО ""АВИАКОР-АВИАЦИОННЫЙ ЗАВОД""",208980.00,2,0
Жарков Александр Павлович,РО-ЭЛЕКТРО ООО,4263809.00,0,1
Андреев Алексей Николаевич,ОмикронМаш АО (ГРУЗИЯ),222152.64,4,0
Устинова Мария Александровна,МЮТОРГ ООО,1396915.62,4,4
Чернышев Кирилл Анатольевич,ЛАМБДАЭНЕРГО ООО,1116.00,0,1
Албегов Альберт Тамерланович,БИЗНЕС-КОНСАЛТ ООО,6237000.00,3,1
Матвеев Михаил Михайлович,ДЕЛЬТАСЕРВИС ООО,124607.49,1,2
Стешина Оксана Александровна,ОмикронМед ООО,46092.36,0,1
Марина Кондратьева,ЭЛЕГАНТ ООО,25036.08,1,0
Иполитов Алексей Владимирович,ГАММАЭНЕРГО ООО,3000.00,0,1
Поздеев Дмитрий Михайлович,ХИ-ИНЖ ООО,93432.68,2,2
Жарков Александр Павлович,"ЙОТА-ЭЛЕКТРО ООО, Самара",82000.00,1,0
Столяров Владимир Викторович,ЖитковичиЛогистика АО (МОЛДОВА),4617.00,0,1
Зарубина Мария Витальевна,БрагинСервис ООО (БЕЛОРУСЬ),101870.69,2,1
Устинова Мария Александровна,ТЭТАТРАНС ООО,2702022.23,6,5
Первов Роман Игоревич,ОЛИМП ООО,3604900.00,1,0
Марина Кондратьева,КобринМед ООО (БЕЛАРУСЬ),183593.14,2,3
Дубойский Александр Николаевич,ДЕЛЬТА-ИНВЕСТ ООО,267640.00,1,0
Нечесова Наталья Валерьевна,"ООО КБ ""КАПИТАЛ КРЕДИТ""",27775.08,1,1
Муравлёв Андрей Петрович,БЕТАТЕХ ООО,340653.58,5,2
Зарубина Мария Витальевна,"АО ""АВИАКОМПАНИЯ ""СИБИРЬ""",341412.53,6,3
Лапаткова Мария Александровна,КобринФарма ООО (БЕЛАРУСЬ),3626.00,0,1
Албегов Альберт Тамерланович,ДЕЛЬТАЛОГИСТИК ООО,74000.00,1,0
Муравлёв Андрей Петрович,ТЭТАПРОМ ООО,12000.00,2,0
Столяров Владимир Викторович,"АО ""АТЗ""",1611829.08,5,4
Поздеев Дмитрий Михайлович,ОМИКРОНФИНАНС ООО,165700.53,2,1
Поздеев Дмитрий Михайлович,СтолинТранс АО (ГРУЗИЯ),175277.86,4,1
Первов Роман Игоревич,ХИСЕРВИС ООО,173320.00,0,2
Поздеев Дмитрий Михайлович,ОМЕГАПРОМ ООО,613783.12,4,3
Поздеев Дмитрий Михайлович,РязаньТрейд ТОО (КАЗАХСТАН),14066.08,1,2
Поздеев Дмитрий Михайлович,"РО-МАШ ООО, Саратов",27978.97,3,0
Поздеев Дмитрий Михайлович,ТАУ-ПЛЮС ООО,493084.03,2,4
Малахов Алексей Александрович,КурскФинанс ООО,110353.11,4,5
Чекмарёв Андрей Анатольевич,МЮТОРГ ООО,3769.92,1,0
Зарубина Мария Витальевна,МстиславльФарма ООО (УЗБЕКИСТАН),857268.24,6,5
Поздеев Дмитрий Михайлович,ПИ-КОМ ООО,19387.14,1,0
Вигурин Владимир Олегович,ИПСИЛОН-ПЛЮС ООО,56631.97,5,3
Нечесова Наталья Валерьевна,МЮ-ЭНЕРГО ООО,226880.24,4,2
Стешина Оксана Александровна,ВИКТОРИЯ-СТРОЙ ООО,609766.65,5,2
Албегов Альберт Тамерланович,КраснопольеМед ООО (БЕЛАРУСЬ),103700.00,0,1
Малахов Алексей Александрович,ДЕЛЬТАТОРГ ООО,34966.12,1,1
Поздеев Дмитрий Михайлович,КостюковичиИндустрия ТОО (АРМЕНИЯ),3361341.96,6,5
Поздеев Дмитрий Михайлович,"ТЕТА-ПЛЮС ООО, Омск",158109.15,0,2
Поздеев Дмитрий Михайлович,"ИПСИЛОН-ТОРГ ООО, Ижевск",1063.02,1,0
Устинова Мария Александровна,ТЭТАПРОМ ООО,198104.50,3,2
Нечесова Наталья Валерьевна,ДраконЭкспорт ТОО (КИРГИЗИЯ),1975836.34,3,2
Самохина Александра Владимировна,ЯкутскЭнерго ТОО,2595343.10,5,2
Поздеев Дмитрий Михайлович,"ГАММА-ЭНЕРГО ООО, Екатеринбург",2367586.20,1,2
Первов Роман Игоревич,ЛАЗУРИТ ООО,2486000.00,0,2
Первов Роман Игоревич,ПРОКТЕР ООО,870000.00,0,1
Вигурин Владимир Олегович,ЖодиноФинанс ТОО (АРМЕНИЯ),1180086.83,6,2
Вигурин Владимир Олегович,КурскФинанс ООО,229566.31,6,5
Малахов Алексей Александрович,ГАММАЭНЕРГО ООО,15631.51,3,1
Севостьянова Вера Вадимовна,ВерхнедвинскФинанс ТОО (АРМЕНИЯ),900.00,0,1
Марина Кондратьева,ОМИКРОНСИСТЕМС ООО,1269.60,1,0
Андреев Алексей Николаевич,ОМИКРОН-КОМ ООО,62518.80,0,1
Самохина Александра Владимировна,ЛямбдаФинанс ОАО,46738.16,1,2
Поздеев Дмитрий Михайлович,СахалинЭкспорт АО (УКРАИНА),292214.91,2,0
Андреев Алексей Николаевич,СИГМАТЕХ ООО,35037.12,1,0
Андреев Алексей Николаевич,ДрогичинКом ТОО (БЕЛАРУСЬ),106307.81,4,2
Зарубина Мария Витальевна,СтолинФарма ООО (УЗБЕКИСТАН),5459.00,1,0
Матвеев Михаил Михайлович,ИПСИЛОНТОРГ ООО,9160.43,1,0
Столяров Владимир Викторович,ИПСИЛОНТОРГ ООО,3299.52,1,0
Муравлёв Андрей Петрович,РО-ЭЛЕКТРО ООО,182606.40,1,2
Вигурин Владимир Олегович,ДЕЛЬТАТОРГ ООО,31621.76,1,0
Поздеев Дмитрий Михайлович,"ЗЕТА-ИНВЕСТ ООО, Казань",8206.80,0,1
Андреев Алексей Николаевич,МстиславльИнвест АО (БЕЛАРУСЬ),1271488.57,4,2
Марина Кондратьева,МогилевИндустрия АО (МОЛДОВА),5189.06,1,0
Андреев Алексей Николаевич,ТАУЛОГИСТИК ООО,11709.60,1,0
Нечесова Наталья Валерьевна,"ООО Производственно-торговая фирма ""Авиатор""",1531041.06,4,3
Устинова Мария Александровна,ФИСТРОЙ ООО,1800407.48,5,4
Малахов Алексей Александрович,ФИ-КОМ ООО,1358.39,1,1
Зарубина Мария Витальевна,ЭТА-ИНВЕСТ ООО,17497.80,4,1
Столяров Владимир Викторович,АЛЬФА-32 ООО,84628.47,2,1
Марина Кондратьева,ЭКСПРЕСС ООО,536845.30,5,4
Малахов Алексей Александрович,ПИКОНСТРУКТ ООО,14040.00,0,1
Чекмарёв Андрей Анатольевич,ТК КОНТИНЕНТ ООО,2242.94,1,0
Поздеев Дмитрий Михайлович,ЗЕТАМАШ ООО,151238.96,5,1
Столяров Владимир Викторович,РОИНВЕСТ ООО,2372864.89,6,5
Лапаткова Мария Александровна,ЛУЧ ООО,6320.00,0,1
Жарков Александр Павлович,ОМИКРОН-КОМ ООО,154000.00,1,0
Петросян Асмик Самвеловна,ЛАМБДА-ЭНЕРГО ООО,39764.34,0,1
Марина Кондратьева,ЮНИОР ООО,37866.00,1,0
Поздеев Дмитрий Михайлович,"ДЕЛЬТА-ТОРГ ООО, Новосибирск",111931.46,1,0
Лапаткова Мария Александровна,ВитебскИнновации ООО (БЕЛАРУСЬ),37500.00,1,0
Зарубина Мария Витальевна,СаратовТех АО,437718.72,1,4
Стешина Оксана Александровна,"ООО ""Эгида""",219534.00,2,0
Чернышев Кирилл Анатольевич,МагаданЭкспорт АО,926376.15,4,3
Андреев Алексей Николаевич,КСИСТРОЙ ООО,82761.88,0,1
Лапаткова Мария Александровна,Автоприбор (Владимир),7520.00,0,1
Стешина Оксана Александровна,ВОССТАНИЕ ООО,44249.20,2,0
Жарков Александр Павлович,КАИР ООО,5297724.00,2,2
Иполитов Алексей Владимирович,ЭПСИЛОНТРАНС ООО,146686.66,1,1
Марина Кондратьева,ФАВОРИТ ООО,4963.84,0,2
Малахов Алексей Александрович,ФИКОМП ООО,161867.59,4,3
Нечесова Наталья Валерьевна,МогилевФарма ООО (БЕЛАРУСЬ),589258.73,6,3
Лапаткова Мария Александровна,ООО БИЗНЕС-ЭКСПЕРТ,2160.20,1,0
Устинова Мария Александровна,АЛЬФАКОМ ООО,503644.36,5,4
Устинова Мария Александровна,МЮ-ПРОД ООО,4609.74,0,1
Поздеев Дмитрий Михайлович,ТАУСИСТЕМС ООО,3377716.16,6,5
Муравлёв Андрей Петрович,ТатарстанКонсалт ТОО,86430.60,3,3
Лапаткова Мария Александровна,КаппаКом ООО,66015.36,0,2
Дубойский Александр Николаевич,ГОРИЗОНТ ООО,58420.00,0,1
Нечесова Наталья Валерьевна,"ГП Ф-КА ФОРМЕННОГО ОБМУНДИРОВАНИЯ ""АВИАЛЕСООХРАНА""",718541.14,6,4
Лапаткова Мария Александровна,СТАНДАРТ ООО,19121.00,1,0
Стешина Оксана Александровна,ГЛАДИАТОР ООО,23469.30,1,0
Вигурин Владимир Олегович,ЧукоткаИнновации АО,74595.95,2,1
Марина Кондратьева,ЯРКИЙ МИР ООО,214532.90,0,1
Столяров Владимир Викторович,ОМИКРОН-КОМ ООО,16145.52,1,0
Поздеев Дмитрий Михайлович,ЙОТА-КОМ ООО,10947.46,1,0
Устинова Мария Александровна,КАППА-ЭНЕРГО ООО,110081.42,1,0
Муравлёв Андрей Петрович,МЮЛОГИСТИК ООО,4878.96,0,1
Муравлёв Андрей Петрович,КАППАТЕХ ООО,16224.00,3,0
Иполитов Алексей Владимирович,ГАММАТРЕЙД ООО,9315.00,1,0
Албегов Альберт Тамерланович,ЭПСИЛОН-КОМ ООО,3740000.00,2,0
Устинова Мария Александровна,HIDE CAP,31011.44,1,0
Поздеев Дмитрий Михайлович,КамчаткаКом ООО,385117.67,2,5
Лапаткова Мария Александровна,БобруйскФарма ТОО (КИРГИЗИЯ),628929.45,3,3
Марина Кондратьева,ХИМИК ООО,54405.00,0,1
Муравлёв Андрей Петрович,КокшетауКонсалт ТОО (КАЗАХСТАН),196008.89,2,2
Поздеев Дмитрий Михайлович,ГлускФинанс АО (МОЛДОВА),39889.32,3,0
Барахтянская Надежда Николаевна,КурскФинанс ООО,7020.00,0,1
Поздеев Дмитрий Михайлович,ТЭТАЭНЕРГО ООО,170271.57,2,1
Поздеев Дмитрий Михайлович,"ГАММА-МАШ ООО, Екатеринбург",328667.18,1,2
Самохина Александра Владимировна,ПСИТРЕЙД ООО,387396.17,3,0
Муравлёв Андрей Петрович,ПИТРАНС ООО,27744.00,1,0
Андреев Алексей Николаевич,ФИ-МАШ ООО,1454937.79,2,2
Чернышев Кирилл Анатольевич,ЭВЕРЕСТ ООО,6543274.00,3,1
Дубойский Александр Николаевич,ЖАСМИН ООО,313440.00,1,0
Лапаткова Мария Александровна,КопыльТрейд АО (БЕЛАРУСЬ),103831.30,1,1
Вигурин Владимир Олегович,БЕТАКОНСТРУКТ ООО,13707.99,1,1
Муравлёв Андрей Петрович,СИГМАТЕХ ООО,16476.00,1,1
Столяров Владимир Викторович,ЭПСИЛОН-КОМ ООО,84654.54,2,0
Матвеев Михаил Михайлович,ГАММАКОМ ООО,10495.59,2,0
Столяров Владимир Викторович,ЕльскКом АО (БЕЛАРУСЬ),4821.60,1,0
Поздеев Дмитрий Михайлович,ХИ-КОМ ООО,713747.25,1,2
Столяров Владимир Викторович,КурскФинанс ООО,12762.96,1,1
Муравлёв Андрей Петрович,ФИСТРОЙ ООО,118621.18,2,0
Вигурин Владимир Олегович,СИГМА-ПЛЮС ООО,33105.81,2,0
Лапаткова Мария Александровна,СТРОЙСЕРВИС ООО,85962.00,1,0
Вигурин Владимир Олегович,КлимовичиЛогистика ООО (БЕЛОРУСЬ),22411.20,1,0
Андреев Алексей Николаевич,ТАУ-ТОРГ ООО,381009.58,1,3
Столяров Владимир Викторович,ОМИКРОНФИНАНС ООО,41906.36,1,1
Нечесова Наталья Валерьевна,КСИ-ПРОД ООО,242525.52,3,2
Первов Роман Игоревич,ОСТРОВ ООО,548000.40,0,1
Первов Роман Игоревич,ПСИТРЕЙД ООО,208940.00,0,1
Чекмарёв Андрей Анатольевич,ТК ПАРУС ООО,13902.27,0,1
Вигурин Владимир Олегович,АЛЬФАСИСТЕМС ООО,64022.31,2,3
Поздеев Дмитрий Михайлович,ФИ-ПЛЮС ООО,170935.09,3,2
Поздеев Дмитрий Михайлович,"ТЕТА-КОМ ООО, Омск",75351.53,3,3
Матвеев Михаил Михайлович,МЮФИНАНС ООО,69607.13,0,2
Марина Кондратьева,ЭТАФИНАНС ООО,20376.20,1,0
Стешина Оксана Александровна,ДрогичинТрейд ООО (БЕЛАРУСЬ),23848.16,1,0
Иполитов Алексей Владимирович,ЭТАФИНАНС ООО,67166.36,2,1
Поздеев Дмитрий Михайлович,ОМЕГАИНВЕСТ ООО,299017.56,3,1
Андреев Алексей Николаевич,ОМИКРОНСЕРВИС ООО,155321.35,3,1
Поздеев Дмитрий Михайлович,"ДЕЛЬТА-МАШ ООО, Новосибирск",480281.46,0,3
Муравлёв Андрей Петрович,"ПИ-СТРОЙ ООО, Краснодар",14670.34,0,3
Поздеев Дмитрий Михайлович,ОМИКРОН-КОМ ООО,1124597.37,5,1
Муравлёв Андрей Петрович,АЛЬФА-7 ООО,13242.94,2,3
Лапаткова Мария Александровна,ПСИ-ИНЖ ООО,5963.00,1,0
Поздеев Дмитрий Михайлович,"ОМИКРОН-МАШ ООО, Волгоград",44277.84,1,2
Нечесова Наталья Валерьевна,РО-СТРОЙ ООО,1443471.61,6,5
Лапаткова Мария Александровна,ДЕЛЬТАЛОГИСТИК ООО,3982.80,0,1
Матвеев Михаил Михайлович,АЛЬФАСИСТЕМС ООО,51932.16,0,1
Поздеев Дмитрий Михайлович,"НЮ-ПРОД ООО, Воронеж",12734.50,1,0
Антоненко Андрей Викторович,ФИСТРОЙ ООО,8144800.00,1,2
Столяров Владимир Викторович,ЮжноСахалинскЛогистика ООО,51264.05,0,1
Вигурин Владимир Олегович,ТАУ-ПЛЮС ООО,47600.04,1,0
Иполитов Алексей Владимирович,БЕТАТЕХ ООО,13500.00,0,2
Поздеев Дмитрий Михайлович,ЙОТАИНВЕСТ ООО,919585.50,5,4
Иполитов Алексей Владимирович,КаппаКом ООО,1596.00,0,1
Муравлёв Андрей Петрович,ЛАМБДАЭНЕРГО ООО,8767.20,3,0
Поздеев Дмитрий Михайлович,ТАУ-СТРОЙ ООО,634594.80,2,1
Дубойский Александр Николаевич,ИВОЛГА ООО,180480.00,1,0
Муравлёв Андрей Петрович,БобруйскПроект ТОО (БЕЛАРУСЬ),15232.82,1,1
Поздеев Дмитрий Михайлович,ТЕТА-КОМ ООО,596111.00,6,5
Иполитов Алексей Владимирович,ПолоцкТрейд АО (БЕЛАРУСЬ),66000.00,0,1
Лапаткова Мария Александровна,БрагинЭкспорт ТОО (БЕЛАРУСЬ),125370.00,0,1
Поздеев Дмитрий Михайлович,"МЮ-СТРОЙ ООО, Красноярск",405993.18,3,5
Столяров Владимир Викторович,ПСИФИНАНС ООО,1512890.58,4,4
Андреев Алексей Николаевич,ХИКОНСТРУКТ ООО,89320.58,1,0
Лапаткова Мария Александровна,ХотимскСтрой ТОО (БЕЛАРУСЬ),7600.65,1,0
Чернышев Кирилл Анатольевич,АВРОРА ООО,33598.08,1,0
Зарубина Мария Витальевна,ИПСИЛОН-ТОРГ ООО,354356.00,2,4
Стешина Оксана Александровна,МЮ-СТРОЙ ООО,83543.70,2,0
Вигурин Владимир Олегович,ЭПСИЛОНПРОД ООО,301274.40,3,1
Устинова Мария Александровна,ХакасияФарма АО,148724.69,2,2
Муравлёв Андрей Петрович,КалинковичиКом ООО (ТАДЖИКИСТАН),18442.56,3,0
Иполитов Алексей Владимирович,ДЕЛЬТАТОРГ ООО,11033.89,0,1
Первов Роман Игоревич,НЮПРОМ ООО,456480.00,1,2
Поздеев Дмитрий Михайлович,ИПСИЛОНКОМ ООО,180173.34,3,2
Петросян Асмик Самвеловна,БЕТА-МАШ ООО,57269.77,0,1
Иполитов Алексей Владимирович,НЮКОМП ООО,861440.78,4,0
Стешина Оксана Александровна,БАЛ ООО,3391.20,1,0
Устинова Мария Александровна,ДЕЛЬТА-МАШ ООО,1614208.46,6,5
Малахов Алексей Александрович,ТуровИнновации АО (ГРУЗИЯ),21547.77,1,0
Зарубина Мария Витальевна,"ПИ-МАШ ООО, Краснодар",19060.39,0,1
Поздеев Дмитрий Михайлович,ЛунинецИнвест ООО (БЕЛАРУСЬ),370211.25,4,3
Поздеев Дмитрий Михайлович,НЮКОМП ООО,75789.62,2,0
Поздеев Дмитрий Михайлович,НЮ-ЭНЕРГО ООО,551303.47,4,3
Столяров Владимир Викторович,АЛЬФАПРОД ООО,2273866.07,6,1
Муравлёв Андрей Петрович,"ООО ""Объединенная технологическая корпорация""",344045.84,4,3
Жарков Александр Павлович,СолигорскПроект АО (УКРАИНА),1310000.00,1,0
Андреев Алексей Николаевич,КурскФинанс ООО,9626.32,2,1
Первов Роман Игоревич,ПРОФИ ООО,6000.00,1,0
Стешина Оксана Александровна,ХантыМансийскийЭнерго АО (РОССИЯ),45801.70,1,2
Поздеев Дмитрий Михайлович,ОМИКРОНСИСТЕМС ООО,82975.71,2,2
Поздеев Дмитрий Михайлович,ЛьвовКом АО,56988.93,2,0
Марина Кондратьева,ЭРА-СТРОЙ ООО,368383.47,0,1
Поздеев Дмитрий Михайлович,КраснопольеМед ООО (БЕЛАРУСЬ),32188.08,1,2
Марина Кондратьева,АВТОЗАПЧАСТЬ ООО,32182.70,0,2
Вигурин Владимир Олегович,НЮПРОМ ООО,600435.64,2,1
